muin_egin	DIO/ERG/INE
sutu	DU/ERG/ABS#DA/ABS/#DU/ERG/ABS-INE#DU/ERG/ABS-INS#DU/ERG/ABS-PAR#DU/ERG/ABS#DU/ERG/ABS-GEN_alde_ABS#DU/ERG/ABS-ZERO_gisa_ZERO#DA/ABS/INE#DA/ABS/#DA/ABS/GEN_alde_ABS#DA/ABS/ZERO_gisa_ZERO
jorratu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS#DU/ERG/ABL-ABS#DU/ERG/ABS-INS#DU/ERG/ABS-SOZ#DU/ERG/ABS-INE#DU/ERG/ABS-INF#DIO/ERG/ABS-DAT#DU/ERG/ABS-ALA#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-INS_gain_ABS#DU/ERG/ABS-INE-SOZ#DIO/ERG/ABS-DAT#DU/ERG/ABS-ALA#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-GEN_alde_ZERO#DU/ERG/ABS-KAUS#DU/ERG/ABS-INE-INS#DU/ERG/ABS-PAR#DU/ERG/ABS-INS#DIO/ERG/ABS#DU/ERG/ABL-ABS-ALA#DU/ERG/ABL-ABS-ALA-INE#DU/ERG/ABL-ABS-ALA-INE-INS#DU/ERG/ABL_aitzina_ZERO-ABS-INE#DU/ERG/ABS#DU/ERG/ABS-GEN_aurre_INE#DU/ERG/ABS-INE-ZHG#DU/ERG/ABS-SOZ#DU/ERG/ABS-BEREIZ-KAUS#DU/ERG/ABS-DENB#DU/ERG/ABS-GEN_alde_ZERO-INE-INS#DU/ERG/ABS-GEN_barru_INE#DU/ERG/ABS-GEN_bide_INS-INF#DU/ERG/ABS-GEN_bila_ZERO#DU/ERG/ABS-GEN_gain_DESK#DU/ERG/ABS-GEN_hitz_INE#DU/ERG/ABS-GEN_inguruZERO#DU/ERG/ABS-INE-INF#DU/ERG/ABS-MOD#DU/ERG/ABS-ZHG#DU/ERG/GEN_arte_INE-ZERO_arte_ABS#DU/ERG/INS_gain_ABS#DU/ERG/ABS-GEN_aurre_INE#DU/ERG/ABS-GEN_bitarte_INS#DU/ERG/ABS-GEN_uste_INS#DU/ERG/ABL-ABS-INS#DU/ERG/ABL_aurre_ALA-ABS#DU/ERG/ABS-INE-SOZ#DU/ERG/ABS-ALA-INS#DU/ERG/ABS-ALA_arte_ZERO#DU/ERG/ABS-ALA_begira_ZERO#DU/ERG/ABS-BEREIZ#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/ABS-GEN_aurka_ABS#DU/ERG/ABS-GEN_barne_INE#DU/ERG/ABS-GEN_ondoren_ZERO#DU/ERG/ABS-ZERO_bezala_ZERO#DIO/ERG/ABS-INE#DIO/ERG/ABS-INS#DIO/ERG/ABL-ABS#DIO/ERG/ABS#DIO/ERG/ABS-SOZ#DIO/ERG/ABS-INE#DIO/ERG/ABS-ALA#DIO/ERG/ABS-DAT-INE#DIO/ERG/ABS-INE-SOZ#DIO/ERG/ABS-PAR#DIO/ERG/ABS-INS#DIO/ERG/ABS-DAT-INE#DIO/ERG/ABS-DAT-GEN_aurre_INE#DIO/ERG/ABS-GEN_bitarte_INS#DIO/ERG/ABS-GEN_uste_INS#DIO/ERG/ABL-ABS-INS#DIO/ERG/ABL_aurre_ALA-ABS#DIO/ERG/ABS-INE-SOZ#DIO/ERG/ABS-ALA-INS#DIO/ERG/ABS-ALA_arte_ZERO#DIO/ERG/ABS-ALA_begira_ZERO#DIO/ERG/ABS-BEREIZ#DIO/ERG/ABS-GEN_arabera_ZERO#DIO/ERG/ABS-GEN_aurka_ABS#DIO/ERG/ABS-GEN_barne_INE#DIO/ERG/ABS-GEN_ondoren_ZERO#DIO/ERG/ABS-INE-INS#DIO/ERG/ABS-INS_gain_ABS#DIO/ERG/ABS-ZERO_bezala_ZERO
atzarri	DU/ERG/ABS#DU/ERG/ABS-DESK#DU/ERG/ABS-INE
aintzatetsi	ZAIO/ABS/DAT#DU/ERG/ABS#DA/ABS/#DU/ERG/#DA/ABS/INE#DU/ERG/INE#DA/ABS/#DA/ABS/GEN_bitarte_INS-INE#DU/ERG/ZERO_gisa_ZERO#ZAIO/ABS/#ZAIO/ABS/INE#ZAIO/ABS/DAT-INE
keinu_egin	DU/ERG/#DIO/ERG/DAT#DU/ERG/INE#DIO/ERG/ABS-DAT#DU/ERG/ABS#DIO/ERG/#DIO/ERG/DAT-INE#DU/ERG/ABL#DU/ERG/ABS-SOZ#DU/ERG/ALA#DU/ERG/INF#DU/ERG/GEN_alde_ABS#DU/ERG/GEN_buru_INE#DIO/ERG/ABL#DIO/ERG/ABS-DAT-INE#DIO/ERG/INE#DA/ABS/DAT#DA/ABS/INS#DU/ERG/ALA_begira_ZERO-PAR#DU/ERG/GEN_alde_ZERO#DU/ERG/SOZ#DA/ABS/#DIO/ERG/ALA_begira_ZERO-DAT-PAR#DIO/ERG/DAT-GEN_alde_ZERO#DIO/ERG/DAT-SOZ#DA/ABS/INE#DA/ABS/ALA_begira_ZERO-PAR#DA/ABS/GEN_alde_ZERO#DA/ABS/SOZ
bilhurtu	DU/ERG/
entzun	DU/ERG/ABS#DA/ABS/#DU/ERG/ABS-INE#DA/ABS/INE#DIO/ERG/ABS#DIO/ERG/ABS-DAT#DU/ERG/ABS-INS#DU/ERG/ABS-INF#DA/ABS/ABS-INE#DU/ERG/ABS#DU/ERG/ABL-ABS#DA/ABS/#DA/ABS/ABL#DU/ERG/ABS-ALA#DU/ERG/ABS-INE#DA/ABS/INS#DU/ERG/ABS-PAR#DIO/ERG/ABS-INE#DU/ERG/ABS-SOZ#DA/ABS/ALA#DA/ABS/INE-INS#DA/ABS/PAR#DU/ERG/ABS-ALA-INE#DU/ERG/KONP#DA/ABS/INF#DA/ABS/ALA-INE#DU/ERG/ABS-INE-INS#DIO/ERG/ABS-DAT-INE#DU/ERG/ABS-ZHG#ZAIO/ABS/DAT#DU/ERG/ABL-ABS-ALA#DU/ERG/ABS-MOT#DU/ERG/ABS-KAUS#ZAIO/ABS/#ZAIO/ABS/#DIO/ERG/ABS-DAT#DIO/ERG/ABL-ABS#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-DENB#DU/ERG/ABS-KONP#DU/ERG/ABS-MOD#DU/ERG/ABS-ZERO_inguru_ERG#DA/ABS/INF_INE#DA/ABS/INE-KONP#DU/ERG/ABL_aurre_ALA-ABS#DU/ERG/ABS-INE-PAR#DU/ERG/ABS-DAT_esker_ZERO#DU/ERG/ABS-GEN_arte_INE#DU/ERG/ABS-GEN_inguru_INE#DA/ABS/ABL#DA/ABS/ABS-INE-INS#DA/ABS/GEN_uste_INS#DU/ERG/ABS-GEN_ondoren_ZERO#DU/ERG/ABS-INS_gain_ABS#DA/ABS/ABL-ALA#DA/ABS/GEN_oste_INE#DA/ABS/SOZ#DU/ERG/ABS-GEN_esku_ABL#DU/ERG/ABL-ABS-INF#DU/ERG/ABS-ALA_arte_ZERO#DU/ERG/ABS-INE-INF#DU/ERG/INE-KONP#DA/ABS/ABL-INE#DA/ABS/DAT#DA/ABS/DES-INE#DA/ABS/GEN_arte_INE-INE#DA/ABS/INE-INF#DA/ABS/MOD#DIO/ERG/ABS-ALA-DAT#DA/ABS/GEN_esku_ABL-INE#DIO/ERG/ABS#DU/ERG/ABS-GEN_oste_INE#DU/ERG/ABS-DAT_buruz_ZERO#DU/ERG/ABS-GEN_aurre_ABL#DIO/ERG/ABS-INS#DU/ERG/ABL-ABS-PAR#DU/ERG/ABS-GEN_barru_INE#DIO/ERG/ABS-PAR#DA/ABS/ABL-ALA-INE#DA/ABS/ABL_kanpo_ZERO#DA/ABS/ABS-INS#DA/ABS/ALA-INE-INS#DA/ABS/GEN_arte_INE#ZAIO/ABS/ABS-INE#DU/ERG/ABL_aurre_ALA-ABS-INE#DU/ERG/ABS-DAT_esker_ABS#DU/ERG/ABS-GEN_esku_ABL-INE#DU/ERG/ABS-INE_zehar_ZERO#DA/ABS/ABL_aurre_ALA#DA/ABS/INE-PAR#ZAIO/ABS/DAT-INE#DIO/ERG/ABS-INE#DU/ERG/ABL-ABS-BNK-INE#DU/ERG/ABL-ABS-DAT_esker_ZERO#DU/ERG/ABL-ABS-INS#DU/ERG/ABL-ABS-KAUS#DU/ERG/ABL-KONP#DU/ERG/ABS-DES#DU/ERG/ABS-INS_gain_ERG#DU/ERG/ABS-ABU#DU/ERG/ABS-ALA-INE-MOD
txunditu	DU/ERG/#DU/ERG/ABS#DU/ERG/INE#DU/ERG/ABS-SOZ#DU/ERG/SOZ#DU/ERG/ABL_gora_ZERO-ABS#DU/ERG/DES-PAR#DU/ERG/GEN_uste_INS#DU/ERG/KONT#DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/GEN_jabe_ABS#DU/ERG/INS
itsatsi	DU/ERG/ABS-INE#DU/ERG/ABS#DIO/ERG/ABS-DAT#DA/ABS/#DA/ABS/INE#ZAIO/ABS/DAT#DIO/ERG/ABS#DIO/ERG/ABS-INE#DA/ABS/ABS-INE#ZAIO/ABS/#ZAIO/ABS/INE#DIO/ERG/ABS-DAT#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-GEN_gain_INE#DA/ABS/#DA/ABS/DAT#DA/ABS/GEN_azpi_INE#DIO/ERG/ABS-DAT#ZAIO/ABS/#ZAIO/ABS/ABS-DAT-INE#ZAIO/ABS/INE-SOZ#ZAIO/ABS/ABS-DAT#DU/ERG/ABL-ABS#DU/ERG/ABS-INE#DU/ERG/ABS-INE-PAR_gabe_ZERO#DA/ABS/ABL#DIO/ERG/ABL-ABS-INE#DU/ERG/ABS-ALA#DU/ERG/ABS-GEN_buru_INE#DU/ERG/ABS-INE-PAR#DU/ERG/ABS-MOT#DA/ABS/ABL-INE#DA/ABS/ALA#DA/ABS/GEN_buru_INE#DA/ABS/INE-PAR#DA/ABS/MOT#DIO/ERG/ABL-ABS#DIO/ERG/ABS-INE#DIO/ERG/ABS-DAT-INE#DIO/ERG/ABS-DAT-INE-PAR_gabe_ZERO#ZAIO/ABS/ABL#ZAIO/ABS/ABS-INE#DIO/ERG/ABS-ALA#DIO/ERG/ABS-GEN_buru_INE#DIO/ERG/ABS-INE-PAR#DIO/ERG/ABS-MOT#ZAIO/ABS/ABL-INE#ZAIO/ABS/ALA#ZAIO/ABS/GEN_buru_INE#ZAIO/ABS/INE-PAR#ZAIO/ABS/MOT
espero_izan	DU/ERG/GEN_esperantza_INE#DU/ERG/INS
leundu	DU/ERG/ABS#DA/ABS/#DIO/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS#DA/ABS/#DA/ABS/INE#DIO/ERG/ABS-INE#DU/ERG/ABS-ALA#DU/ERG/ABS-INS#DIO/ERG/ABS-DAT#DA/ABS/INS#DA/ABS/SOZ#DU/ERG/ABS-INF-INS#DA/ABS/INE-SOZ#DA/ABS/DAT_esker_ABS#DIO/ERG/ABS-DAT#DU/ERG/ABS-GEN_bide_INS#DU/ERG/ABS-GEN_bitarte_INS#DIO/ERG/ABS#DA/ABS/GEN_bide_INS#DA/ABS/GEN_bitarte_INS#DU/ERG/ABL-ABS#DU/ERG/ABS-ALA-PAR-SOZ#DU/ERG/ABS-SOZ#DIO/ERG/ABS-GEN_bide_INS#DIO/ERG/ABS-GEN_bitarte_INS#DA/ABS/ABL#DA/ABS/ALA#DA/ABS/ALA-PAR-SOZ#DIO/ERG/ABL-ABS#DIO/ERG/ABS-ALA#DIO/ERG/ABS-ALA-PAR-SOZ#DIO/ERG/ABS-INS#DIO/ERG/ABS-SOZ
plateiatu	ZAIO/ABS/ZERO_gain_INE
jo	DU/ERG/#DU/ERG/INE#DU/ERG/ABS#DU/ERG/ALA#DU/ERG/ABS-PRO#DU/ERG/ABS-INE#DU/ERG/INF#DU/ERG/INS#DU/ERG/PRO#DU/ERG/ABS#DU/ERG/ABL#DU/ERG/SOZ#DU/ERG/ALA-INE#DU/ERG/INF_ABS#DU/ERG/ABS-ALA#DU/ERG/GEN_aurka_ABS#DU/ERG/ABS-INE#DU/ERG/ABS-PRO#DIO/ERG/DAT#DU/ERG/INE-SOZ#DU/ERG/INE-INS#DU/ERG/GEN_kontra_ZERO#DU/ERG/ALA-INF#DU/ERG/ABS-SOZ#DU/ERG/KONP#DU/ERG/ABS-INS#DU/ERG/ABL-INE#DU/ERG/ABL-ALA#DU/ERG/INF_ALA#DU/ERG/INE-INF#DU/ERG/ABS-INE-PRO#DU/ERG/BEREIZ#DU/ERG/PAR#DU/ERG/ABS-ALA-INE#DU/ERG/INE-PRO#DU/ERG/INF_ABS-PRO#DU/ERG/ZHG#DU/ERG/ABS-INE-SOZ#DU/ERG/MOT#DIO/ERG/ABS-DAT#DU/ERG/ALA-INS#DIO/ERG/#DU/ERG/ABL-ABS#DU/ERG/ABS-INF#DU/ERG/DES#DIO/ERG/INE#DU/ERG/ABS-INE-INS#DU/ERG/ALA-KAUS#DU/ERG/DENB#DU/ERG/ABS-ALA#DU/ERG/ABS-GEN_aurka_ABS#DIO/ERG/DAT-INE#DU/ERG/ABL-ALA-INE#DU/ERG/ABS-INS-PRO#DU/ERG/GEN_alde_ABS#DU/ERG/GEN_arte_INE#DU/ERG/ALA-SOZ#DU/ERG/GEN_aurka_ABS-INE#DU/ERG/ABS-SOZ#DIO/ERG/ABS-DAT#DU/ERG/GEN_aurre_INE#DU/ERG/MOD#DU/ERG/MOS#DIO/ERG/INF#DU/ERG/ABL-ABS-ALA#DU/ERG/ABS-INE-PRO#DU/ERG/GEN_kontra_ZERO-INE#DU/ERG/INE-INS-SOZ#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/ABS-DES#DU/ERG/GEN_kontra_PRO#DU/ERG/INE-PAR#DIO/ERG/ALA-DAT#DU/ERG/ABS-INF_ERG#DU/ERG/ABS-INE-KAUS#DU/ERG/ABS_gabe_ZERO-INF_ABS#DU/ERG/ALA-GEN_arabera_ZERO#DU/ERG/ALA-GEN_aurka_ABS#DU/ERG/ALA-ZHG#DU/ERG/INF-INS#DU/ERG/INF-SOZ#DU/ERG/INF_INE#DU/ERG/GEN_arabera_ZERO-INE#DU/ERG/GEN_aurka_-INE#DU/ERG/GEN_omen_INS-INE#DU/ERG/HELB#DU/ERG/INE-ZHG#DU/ERG/INS_gain_ABS#DU/ERG/KONP-PRO#DU/ERG/DESK#DU/ERG/ABS-BEREIZ#DU/ERG/ABL_aurre_ALA#DU/ERG/ABS-INS#DU/ERG/BNK#DU/ERG/ABL-ABS-PRO#DU/ERG/PAR_gabe_ZERO#DU/ERG/ABU#DU/ERG/DES-INE#DU/ERG/ALA-PAR#DU/ERG/GEN_bila_ZERO#DU/ERG/ABS-PAR
behar_heldu	DA/ABS/#DA/ABS/ABL-#DA/ABS/#DA/ABS/ALA#DA/ABS/DAT_buruz_ZERO
metxatu	DU/ERG/
bueltatu	DU/ERG/ABS#DU/ERG/ABS-ALA#DIO/ERG/ABS-DAT#DIO/ERG/ABS#DIO/ERG/ABS-ALA#DIO/ERG/ABS-DAT-INE#DIO/ERG/ABS-ALA-DAT#DU/ERG/ABS-SOZ#DU/ERG/ABS-INS#DU/ERG/ABL-ABS#DU/ERG/ABL-KONP#DU/ERG/ABS-ALA-INF_INE#DU/ERG/ABS-ALA-INS-SOZ#DIO/ERG/ABS-DAT#DIO/ERG/ABS-DAT-INS#DIO/ERG/ABS-DAT#DU/ERG/ABS-ALA-INE#DU/ERG/ABL-ABS#DU/ERG/ABS-INE-SOZ#DU/ERG/ABL-ABS-ALA#DU/ERG/ABS-ALA#DU/ERG/ABS-ALA-INE-SOZ#DIO/ERG/ABS-ALA-INE#DIO/ERG/ABL-ABS#DIO/ERG/ABL-ABS-ALA#DIO/ERG/ABS-ALA-DAT#DIO/ERG/ABS-ALA-INE-SOZ#DIO/ERG/ABS-DAT-INE-SOZ#DU/ERG/ABS-INE#DIO/ERG/ABS-INE#DIO/ERG/ABS-SOZ#DU/ERG/ABS-ALA-GEN_bide_INS#DU/ERG/ABS#DU/ERG/ABS-ALA-DAT_esker_ZERO#DU/ERG/ABS-ALA-SOZ#DU/ERG/ABS-DES#DU/ERG/ABS-GEN_oste_INE#DIO/ERG/ABS-ALA-GEN_bide_INS#DIO/ERG/ABS#DIO/ERG/ABS-ALA-DAT_esker_ZERO#DIO/ERG/ABS-ALA-SOZ#DIO/ERG/ABS-DES#DIO/ERG/ABS-GEN_oste_INE#DIO/ERG/ABS-INE-SOZ#DIO/ERG/ABS-INS
zakartu	DA/ABS/#DA/ABS/DENB#DA/ABS/INE
epeldu	DA/ABS/#ZAIO/ABS/#DA/ABS/INS#ZAIO/ABS/ABL-ALA-#DA/ABS/INE#DA/ABS/PAR#ZAIO/ABS/INS#ZAIO/ABS/INE#ZAIO/ABS/PAR
suntsitu	DU/ERG/ABS#DA/ABS/#DU/ERG/ABS-INE#DU/ERG/ABS#DU/ERG/ABS-INS#DA/ABS/INE#DU/ERG/ABS-SOZ#DU/ERG/ABS-INF#DU/ERG/ABL-ABS#DIO/ERG/ABS-DAT#DA/ABS/#DU/ERG/ABS-INE-INS#DU/ERG/ABS-PAR#DA/ABS/INS#DU/ERG/ABS-ALA#DIO/ERG/ABS#DU/ERG/ABS-INE#DIO/ERG/ABS-INE#DU/ERG/ABS-KONP#DU/ERG/ABS-INF_ALA#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/ABS-GEN_aurre_INE#DU/ERG/ABS-GEN_barru_INE#DU/ERG/ABS-GEN_esku_ZERO#DU/ERG/ABS-GEN_hitz_INE#DU/ERG/ABS-GEN_uste_INS#DU/ERG/ABS-INE-MOT-ZERO_ondoren_ZERO#DU/ERG/ABS-KONP#DU/ERG/ABS-MOD#DU/ERG/ABS-MOS#DA/ABS/INF#DA/ABS/ABS-INF#DA/ABS/ABS-KAUS#DA/ABS/DENB#DA/ABS/INE-ZERO_gain_ABL#DA/ABS/INE-ZHG#DA/ABS/INS-ZERO_inguru_ABS#DA/ABS/INS_gain_ABS#DIO/ERG/ABS-DAT-INE#DU/ERG/ABL-ABS-ALA-INE#DU/ERG/ABS-INS_gain_ABS#DA/ABS/SOZ#DU/ERG/ABL-ABS-SOZ#DU/ERG/ABL-ABS-INE-SOZ#DU/ERG/ABS-INE-ZERO_inguru_ALA#DU/ERG/ABS-ALA-GEN_bide_INS#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-GEN_aitzin_INE#DU/ERG/ABS-GEN_bila_ZERO#DU/ERG/ABS-GEN_inguru_INE#DU/ERG/ABS-GEN_ondo_ABL#DU/ERG/ABS-GEN_ondoren_ZERO#DU/ERG/ABS-GEN_oste_INE#DU/ERG/ABS-INE_barna_ZERO#DU/ERG/ABS-INE_behin_ZERO#DA/ABS/ABS-INE#DA/ABS/ALA#DA/ABS/INE-INS#DA/ABS/PAR#DA/ABS/ABL-ABS-SOZ#DA/ABS/ABL-INE-SOZ#DA/ABS/ABS-INE-ZERO_inguru_ALA#DA/ABS/ALA-GEN_bide_INS#DA/ABS/ALA-INE#DA/ABS/GEN_aitzin_INE#DA/ABS/GEN_bila_ZERO#DA/ABS/GEN_inguru_INE#DA/ABS/GEN_ondo_ABL#DA/ABS/GEN_ondoren_ZERO#DA/ABS/GEN_oste_INE#DA/ABS/INE_barna_ZERO#DA/ABS/INE_behin_ZERO#DIO/ERG/ABS#DIO/ERG/ABS-INS#DIO/ERG/ABL-ABS#DIO/ERG/ABS-DAT-INE#DIO/ERG/ABS-DAT#DIO/ERG/ABS-PAR#DIO/ERG/ABS-SOZ#DIO/ERG/ABS-INE#DIO/ERG/ABS-ALA#DIO/ERG/ABS-INE-INS#DIO/ERG/ABL-ABS-ALA-INE#DIO/ERG/ABS-ALA-DAT#DIO/ERG/ABS-DAT-INS#DIO/ERG/ABS-DAT-PAR#DIO/ERG/ABS-INS_gain_ABS#DIO/ERG/ABL-ABS-SOZ#DIO/ERG/ABL-ABS-INE-SOZ#DIO/ERG/ABS-INE-ZERO_inguru_ALA#DIO/ERG/ABS-ALA-GEN_bide_INS#DIO/ERG/ABS-ALA-INE#DIO/ERG/ABS-GEN_aitzin_INE#DIO/ERG/ABS-GEN_bila_ZERO#DIO/ERG/ABS-GEN_inguru_INE#DIO/ERG/ABS-GEN_ondo_ABL#DIO/ERG/ABS-GEN_ondoren_ZERO#DIO/ERG/ABS-GEN_oste_INE#DIO/ERG/ABS-INE_barna_ZERO#DIO/ERG/ABS-INE_behin_ZERO
alhalbidetu	DU/ERG/
deskribatu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS#DA/ABS/#DU/ERG/ABS-INF#DA/ABS/INE#DU/ERG/ABS-MOS#DU/ERG/ABS-INS#DIO/ERG/ABS-INE#DIO/ERG/ABS-DAT#DU/ERG/ABS-SOZ#DU/ERG/ABS-BEREIZ#DU/ERG/ABS-GEN_aurre_ABL#DU/ERG/ABS-SOZ#DU/ERG/KONP#DA/ABS/DES#DA/ABS/INE-ZERO_bezala_ZERO#DIO/ERG/ABS-GEN_modu_INE#DU/ERG/ABL-ABS#DU/ERG/ABS-INE#DIO/ERG/ABS#DA/ABS/#DIO/ERG/ABS#DA/ABS/ABL#DA/ABS/ABS-INE#DA/ABS/INS#DIO/ERG/ABL-ABS#DIO/ERG/ABS-INE#DIO/ERG/ABS-INS
kendu	DIO/ERG/ABS#DU/ERG/ABS#DIO/ERG/ABS-DAT#DU/ERG/ABL-ABS#DIO/ERG/ABL-ABS#DIO/ERG/ABS-INE#DIO/ERG/ABS-DAT-INE#DIO/ERG/ABS-DAT#DU/ERG/ABS-INE#DIO/ERG/ABS#DU/ERG/ABS#DIO/ERG/ABS-INF#DU/ERG/ABL-ABS-INE#DIO/ERG/ABL-ABS-DAT#DU/ERG/ABL-ABS#DIO/ERG/ABS-PAR#DIO/ERG/ABL-ABS#DIO/ERG/ABS-DAT-PAR#DIO/ERG/ABL-ABS-INE#DIO/ERG/ABS-INS#DIO/ERG/ABS-DAT-INF#DU/ERG/ABS-PAR#DIO/ERG/ABS-INE#DIO/ERG/ABS-ALA-DAT#DU/ERG/ABS-INS#DU/ERG/ABS-INF#DIO/ERG/ABS-DAT-INE#DIO/ERG/ABS-SOZ#DIO/ERG/ABS-DAT-INS#DU/ERG/ABS-ALA#DIO/ERG/ABS-KONP#DU/ERG/ABS-INE#DU/ERG/ABS-SOZ#DIO/ERG/ABL-ABS-DAT#DU/ERG/ABS-GEN_aurre_INE#DIO/ERG/ABS-DAT-INF_ERG#DIO/ERG/ABS-DAT-KAUS#DU/ERG/ABL-ABS-ZHG#DIO/ERG/ABS-DAT-INE-INS#DIO/ERG/ABL-ABS-DAT-INE#DIO/ERG/ABS-ALA#DIO/ERG/ABS-DAT-SOZ#DIO/ERG/ABS-INE-INS#DIO/ERG/ABS-DAT-MOD#DIO/ERG/ABS-INF-INS#DIO/ERG/ABS-KAUS#DIO/ERG/ABS-ZHG#DU/ERG/ABL-ABS-MOT#DU/ERG/ABS-GEN_gain_ABL#DU/ERG/ABS-INE-INF#DIO/ERG/ABL-ABS-INS#DIO/ERG/ABS-GEN_aurre_INE#DU/ERG/ABS-GEN_arabera_ZERO#DIO/ERG/ABL-ABS-INE#DU/ERG/ABL-ABS-ALA#DIO/ERG/ABS-DAT-GEN_uste_INS#DIO/ERG/ABS-DES#DIO/ERG/ABL-ABS-DAT-INS#DIO/ERG/ABL-ABS-ALA-INE#DU/ERG/ABL-ABS-INS#DU/ERG/ABS-INE-INS#DU/ERG/ABL-ABS-ALA-INE#DU/ERG/ABL-ABS-SOZ#DU/ERG/ABL_aurre_ALA-ABS#DU/ERG/ABS-ZERO_gain_ABL#DIO/ERG/ABS-GEN_uste_INS#DIO/ERG/ABS-ALA-INE#DIO/ERG/ABS-GEN_orde_INS#DIO/ERG/ABS-INS-SOZ#DU/ERG/ABS-GEN_uste_INS#DIO/ERG/ABL-ABS-ALA-MOS#DIO/ERG/ABL_gora_ZERO-ABS-DAT-INE#DIO/ERG/ABL_gora_ZERO-ABS#DIO/ERG/ABS-INF_ERG#DIO/ERG/ABS-ALA-DAT-INE#DIO/ERG/ABS-ALA#DIO/ERG/ABS-DAT-INS#DIO/ERG/ABS-DAT-MOS#DIO/ERG/ABS-DAT-PAR#DIO/ERG/ABS-INF#DIO/ERG/ABS_arabera_ZERO#DIO/ERG/ABS-ALA_arte_ZERO#DIO/ERG/ABS-BEREIZ-BNK-DAT#DIO/ERG/ABS-DAT-DESK#DIO/ERG/ABS-DAT-INF_INE#DIO/ERG/ABS-DAT-INF_INS#DIO/ERG/ABS-DAT-GEN_hitz_INE#DIO/ERG/ABS-DAT-INE-PAR#DIO/ERG/ABS-DAT-KONT#DIO/ERG/ABS-DAT-MOT#DIO/ERG/ABS-DAT-PAR_gabe_ZERO#DIO/ERG/ABS-DAT-ZHG#DIO/ERG/ABS-DAT-INE#DIO/ERG/ABS-DAT-ERG_gabe_ZERO#DIO/ERG/ABS-DAT-INE-INS_gain_ERG#DIO/ERG/ABS-DAT_esker_ZERO#DIO/ERG/ABS-DAT_esker_ZERO-INF#DIO/ERG/ABS-INF_INE#DIO/ERG/ABS-GEN_aurre_ABL-INS#DIO/ERG/ABS-GEN_jabe_ABS#DIO/ERG/ABS-INE-MOS
iraindu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS#DU/ERG/ABS-MOT#DU/ERG/ABL-ABS#DU/ERG/ABS-ABU#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/ABS-GEN_inguru_INE#DU/ERG/ABS-INE_zehar_ZERO#DU/ERG/ABS-INS#DU/ERG/KONP#DU/ERG/ABS-ALA#DU/ERG/ABS-ALA-SOZ#DU/ERG/ABS-PAR-SOZ#DU/ERG/ABS-SOZ
paraitu	DU/ERG/ABS#DU/ERG/ABS
deskubritu	DU/ERG/ABS#DU/ERG/ABS-INE#DA/ABS/#DA/ABS/INE#DU/ERG/ABS#DU/ERG/ABS-DAT_esker_ZERO#DU/ERG/ABS-ZERO_gisa_ZERO#DU/ERG/ABS-INS#DU/ERG/ABS-GEN_hitz_INE#DA/ABS/ABS-INS#DA/ABS/GEN_hitz_INE
so_egin	DIO/ERG/DAT#ZAIO/ABS/DAT#DU/ERG/#DIO/ERG/INF#DIO/ERG/DAT-INE#DIO/ERG/#DIO/ERG/DAT-INF#DIO/ERG/DAT-INE-INS#DIO/ERG/DAT_begira_ZERO#DIO/ERG/MOD#DU/ERG/ABS#DA/ABS/ABS-ALA-DAT#DIO/ERG/DAT-GEN_uste_INS#DIO/ERG/DAT-INS#DIO/ERG/DAT-SOZ#DIO/ERG/ZERO_alde_ALA#DIO/ERG/ABL-ABS#DIO/ERG/ABL-DAT#DIO/ERG/ABS-ALA#DIO/ERG/ALA-DAT#DIO/ERG/DAT-GEN_alde_ABS#DIO/ERG/DAT-ZERO_alde_ALA#DU/ERG/ZERO_alde_ALA#DA/ABS/#DU/ERG/ABL-ABS#DU/ERG/ABL#DU/ERG/ABS-ALA#DU/ERG/ALA#DU/ERG/GEN_alde_ABS#ZAIO/ABS/DAT-INE#ZAIO/ABS/DAT-GEN_uste_INS#ZAIO/ABS/DAT-INS#ZAIO/ABS/DAT-SOZ#DA/ABS/ABL#DA/ABS/ABL#DA/ABS/ALA#DA/ABS/ALA#DA/ABS/GEN_alde_ABS#DA/ABS/ZERO_alde_ALA#ZAIO/ABS/ABL#ZAIO/ABS/ABL-DAT#ZAIO/ABS/ALA#ZAIO/ABS/ALA-DAT#ZAIO/ABS/DAT-GEN_alde_ABS#ZAIO/ABS/DAT-ZERO_alde_ALA
konbokatu	DU/ERG/ABS#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-DES#DU/ERG/ABS-GEN_aurka_ABS#DU/ERG/ABS-GEN_aurre_INE#DU/ERG/ABS-INE
